step,timestamp,actual_demand,lstm_forecast,reactive_servers,lstm_servers,reactive_capacity,lstm_capacity,reactive_sla_violation,lstm_sla_violation,reactive_over_prov,lstm_over_prov,reactive_action,lstm_action,reactive_cum_sla_pct,lstm_cum_sla_pct,reactive_cum_cost,lstm_cum_cost
82,2026-08-26 08:24:33,128.22623,99.0037,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.20481927710843373,0.10843373493975904
83,2026-08-26 08:29:33,132.40752,103.9132,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.20238095238095238,0.10714285714285714
84,2026-08-26 08:34:33,126.98733,110.86998,3,2,240.0,160.0,0,0,0,0,scale_up +1,hold,0.0,0.0,0.2,0.10588235294117647
85,2026-08-26 08:39:33,135.04018,116.47161,3,2,240.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.19767441860465115,0.10465116279069768
86,2026-08-26 08:44:33,125.43869,120.66229,3,2,240.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.19540229885057472,0.10344827586206896
87,2026-08-26 08:49:33,86.72305,122.779045,2,2,160.0,160.0,0,0,0,0,scale_down -1,hold,0.0,0.0,0.19318181818181818,0.10227272727272728
88,2026-08-26 08:54:33,129.05217,118.07473,2,3,160.0,240.0,0,0,0,0,hold,scale_up +1,0.0,0.0,0.19101123595505617,0.10112359550561797
89,2026-08-26 08:59:33,117.69557,116.16951,2,2,160.0,160.0,0,0,0,0,hold,scale_down -1,0.0,0.0,0.18888888888888888,0.1
90,2026-08-26 09:04:33,82.85149,114.80894,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.18681318681318682,0.0989010989010989
91,2026-08-26 09:09:33,85.94874,108.80431,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.18478260869565216,0.09782608695652174
92,2026-08-26 09:14:33,85.94874,102.13742,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.1827956989247312,0.0967741935483871
93,2026-08-26 09:19:33,77.4313,96.72587,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.19148936170212766,0.10638297872340426
94,2026-08-26 09:24:33,74.85025,92.2729,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2,0.11578947368421053
95,2026-08-26 09:29:33,69.68817,86.74971,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.20833333333333334,0.125
96,2026-08-26 09:34:33,60.39641,82.32427,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.21649484536082475,0.13402061855670103
97,2026-08-26 09:39:33,68.13954,78.49217,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.22448979591836735,0.14285714285714285
98,2026-08-26 09:44:33,70.20438,75.73528,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.23232323232323232,0.15151515151515152
99,2026-08-26 09:49:33,61.945038,74.35812,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.24,0.16
100,2026-08-26 09:54:33,102.20931,72.97341,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2376237623762376,0.15841584158415842
101,2026-08-26 09:59:33,71.23679,77.4652,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.24509803921568626,0.16666666666666666
102,2026-08-26 10:04:33,73.89159,79.66523,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2524271844660194,0.17475728155339806
103,2026-08-26 10:09:33,75.36646,80.89357,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.25961538461538464,0.18269230769230768
104,2026-08-26 10:14:33,88.78789,81.10189,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2571428571428571,0.18095238095238095
105,2026-08-26 10:19:33,104.53225,82.880646,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.25471698113207547,0.1792452830188679
106,2026-08-26 10:24:33,81.56097,87.709496,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2523364485981308,0.17757009345794392
107,2026-08-26 10:29:33,74.334045,88.467995,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.25925925925925924,0.18518518518518517
108,2026-08-26 10:34:33,74.334045,88.05036,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.26605504587155965,0.1926605504587156
109,2026-08-26 10:39:33,65.0423,86.14649,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2727272727272727,0.2
110,2026-08-26 10:44:33,75.88267,82.48903,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.27927927927927926,0.2072072072072072
111,2026-08-26 10:49:33,52.653282,79.9359,1,2,80.0,160.0,0,0,0,1,scale_down -1,hold,0.0,0.0,0.2767857142857143,0.21428571428571427
112,2026-08-26 10:54:33,76.39888,74.98102,1,2,80.0,160.0,0,0,0,1,hold,hold,0.0,0.0,0.2743362831858407,0.22123893805309736
113,2026-08-26 10:59:33,73.30163,74.21011,2,2,160.0,160.0,0,0,1,1,scale_up +1,hold,0.0,0.0,0.2807017543859649,0.22807017543859648
114,2026-08-26 11:04:33,66.59091,74.7127,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.28695652173913044,0.23478260869565218
115,2026-08-26 11:09:33,65.0423,74.63639,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.29310344827586204,0.2413793103448276
116,2026-08-26 11:14:33,83.6258,74.324295,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2905982905982906,0.23931623931623933
117,2026-08-26 11:19:33,108.40382,76.05111,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.288135593220339,0.23728813559322035
118,2026-08-26 11:24:33,93.53701,83.05004,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2857142857142857,0.23529411764705882
119,2026-08-26 11:29:33,94.46619,87.94879,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2833333333333333,0.23333333333333334
120,2026-08-26 11:34:33,85.17442,91.89375,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2809917355371901,0.23140495867768596
121,2026-08-26 11:39:33,94.46619,93.29182,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2786885245901639,0.22950819672131148
122,2026-08-26 11:44:33,82.07718,94.40582,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2764227642276423,0.22764227642276422
123,2026-08-26 11:49:33,77.4313,92.718094,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.28225806451612906,0.23387096774193547
124,2026-08-26 11:54:33,92.91756,89.248085,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.28,0.232
125,2026-08-26 11:59:33,75.88267,88.89221,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2857142857142857,0.23809523809523808
126,2026-08-26 12:04:33,60.39641,87.108925,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.29133858267716534,0.2440944881889764
127,2026-08-26 12:09:33,78.463715,83.01088,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.296875,0.25
128,2026-08-26 12:14:33,116.14694,80.68972,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.29457364341085274,0.24806201550387597
129,2026-08-26 12:19:33,82.07718,85.71367,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2923076923076923,0.24615384615384617
130,2026-08-26 12:24:33,85.94874,88.18859,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2900763358778626,0.24427480916030533
131,2026-08-26 12:29:33,96.01481,89.13498,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2878787878787879,0.24242424242424243
132,2026-08-26 12:34:33,92.91756,91.51195,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2857142857142857,0.24060150375939848
133,2026-08-26 12:39:33,102.20931,93.54736,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2835820895522388,0.23880597014925373
134,2026-08-26 12:44:33,97.04723,95.54685,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2814814814814815,0.23703703703703705
135,2026-08-26 12:49:33,98.07964,95.918724,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.27941176470588236,0.23529411764705882
136,2026-08-26 12:54:33,68.13954,97.53304,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2846715328467153,0.24087591240875914
137,2026-08-26 12:59:33,82.07718,93.831,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2826086956521739,0.2391304347826087
138,2026-08-26 13:04:33,65.0423,90.301926,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.28776978417266186,0.2446043165467626
139,2026-08-26 13:09:33,102.20931,85.20915,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2857142857142857,0.24285714285714285
140,2026-08-26 13:14:33,85.17442,85.509735,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.28368794326241137,0.24113475177304963
141,2026-08-26 13:19:33,91.88514,86.17526,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.28169014084507044,0.23943661971830985
142,2026-08-26 13:24:33,78.20562,87.85125,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2867132867132867,0.24475524475524477
143,2026-08-26 13:29:33,76.81185,88.48419,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.2916666666666667,0.25
144,2026-08-26 13:34:33,69.68817,87.0882,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.296551724137931,0.25517241379310346
145,2026-08-26 13:39:33,83.00635,84.685356,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2945205479452055,0.2534246575342466
146,2026-08-26 13:44:33,150.21672,82.78348,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2925170068027211,0.25170068027210885
147,2026-08-26 13:49:33,89.820305,92.95749,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2905405405405405,0.25
148,2026-08-26 13:54:33,102.20931,97.42517,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.28859060402684567,0.2483221476510067
149,2026-08-26 13:59:33,102.20931,100.981926,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2866666666666667,0.24666666666666667
150,2026-08-26 14:04:33,96.01481,102.93399,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2847682119205298,0.24503311258278146
151,2026-08-26 14:09:33,96.01481,102.85754,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.28289473684210525,0.24342105263157895
152,2026-08-26 14:14:33,80.52855,101.27265,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.28104575163398693,0.24183006535947713
153,2026-08-26 14:19:33,97.25371,95.671524,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2792207792207792,0.24025974025974026
154,2026-08-26 14:24:33,58.847786,94.994125,1,2,80.0,160.0,0,0,0,1,scale_down -1,hold,0.0,0.0,0.27741935483870966,0.24516129032258063
155,2026-08-26 14:29:33,67.10713,89.04911,1,2,80.0,160.0,0,0,0,1,hold,hold,0.0,0.0,0.27564102564102566,0.25
156,2026-08-26 14:34:33,84.400116,83.387634,2,2,160.0,160.0,0,0,0,0,scale_up +1,hold,0.0,0.0,0.27388535031847133,0.2484076433121019
157,2026-08-26 14:39:33,69.68817,81.46648,2,2,160.0,160.0,0,0,1,1,hold,hold,0.0,0.0,0.27848101265822783,0.25316455696202533
158,2026-08-26 14:44:33,112.53348,79.38674,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.27672955974842767,0.25157232704402516
159,2026-08-26 14:49:33,96.01481,84.35319,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.275,0.25
160,2026-08-26 14:54:33,115.63073,88.58332,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2732919254658385,0.2484472049689441
161,2026-08-26 14:59:33,114.59832,96.29563,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.2716049382716049,0.24691358024691357
162,2026-08-26 15:04:33,92.91756,102.75524,2,2,160.0,160.0,0,0,0,0,hold,hold,0.0,0.0,0.26993865030674846,0.24539877300613497
163,2026-08-26 15:09:33,55.750534,103.79867,1,2,80.0,160.0,0,0,0,1,scale_down -1,hold,0.0,0.0,0.2682926829268293,0.25
164,2026-08-26 15:14:33,92.91756,97.21523,1,2,80.0,160.0,1,0,0,0,hold,hold,0.6060606060606061,0.0,0.296969696969697,0.24848484848484848
165,2026-08-26 15:19:33,117.69557,92.52191,2,2,160.0,160.0,0,0,0,0,scale_up +1,hold,0.6024096385542169,0.0,0.29518072289156627,0.2469879518072289
166,2026-08-26 15:24:33,116.92127,94.63852,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5988023952095809,0.0,0.29341317365269465,0.24550898203592814
167,2026-08-26 15:29:33,116.14694,98.69777,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5952380952380952,0.0,0.2916666666666667,0.24404761904761904
168,2026-08-26 15:34:33,108.40382,103.501564,2,2,160.0,160.0,0,0,0,0,hold,hold,0.591715976331361,0.0,0.28994082840236685,0.24260355029585798
169,2026-08-26 15:39:33,100.66069,107.1589,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5882352941176471,0.0,0.2882352941176471,0.2411764705882353
170,2026-08-26 15:44:33,118.211784,108.685486,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5847953216374269,0.0,0.28654970760233917,0.23976608187134502
171,2026-08-26 15:49:33,84.65822,109.65442,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5813953488372093,0.0,0.28488372093023256,0.23837209302325582
172,2026-08-26 15:54:33,71.23679,105.221886,2,2,160.0,160.0,0,0,1,1,hold,hold,0.5780346820809248,0.0,0.2890173410404624,0.24277456647398843
173,2026-08-26 15:59:33,86.72305,97.87893,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5747126436781609,0.0,0.2873563218390805,0.2413793103448276
174,2026-08-26 16:04:33,96.45727,92.85988,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5714285714285714,0.0,0.2857142857142857,0.24
175,2026-08-26 16:09:33,153.83018,91.38914,2,2,160.0,160.0,0,0,0,0,hold,hold,0.5681818181818182,0.0,0.28409090909090906,0.23863636363636365
176,2026-08-26 16:14:33,104.274155,100.70927,3,2,240.0,160.0,0,0,1,0,scale_up +1,hold,0.5649717514124294,0.0,0.288135593220339,0.23728813559322035
177,2026-08-26 16:19:33,99.112076,105.20141,3,2,240.0,160.0,0,0,1,0,hold,hold,0.5617977528089888,0.0,0.29213483146067415,0.23595505617977527
178,2026-08-26 16:24:33,142.47359,107.353,3,2,240.0,160.0,0,0,0,0,hold,hold,0.5586592178770949,0.0,0.2905027932960894,0.2346368715083799
179,2026-08-26 16:29:33,154.8626,114.162544,3,2,240.0,160.0,0,0,0,0,hold,hold,0.5555555555555556,0.0,0.2888888888888889,0.23333333333333334
